Symbol,Yahoo Symbol,Company,Price,Trailing P/E,Forward P/E,Market Cap,Beta,Dividend Rate,Dividend Yield,Currency,Quote Type,Sector,Industry,Weight
JBHT,JBHT,"J.B. Hunt Transport Services, I",248.73,38.62267,27.516176,23455039488.0,1.221,1.8,0.72,USD,EQUITY,Industrials,Integrated Freight & Logistics,0.0003088072813336
GEN,GEN,Gen Digital Inc.,19.37,19.969072,6.772254,11731706880.0,1.149,0.5,2.58,USD,EQUITY,Technology,Software - Infrastructure,0.0003085774905711
DGX,DGX,Quest Diagnostics Incorporated,192.67,21.266003,16.533371,21327882240.0,0.654,3.44,1.79,USD,EQUITY,Healthcare,Diagnostics & Research,0.000307439351092
KEY,KEY,KeyCorp,21.87,13.417178,10.182844,23779100672.0,1.071,0.82,3.75,USD,EQUITY,Financial Services,Banks - Regional,0.0003047904842734
NI,NI,NiSource Inc,48.08,24.65641,21.525211,23007877120.0,0.61,1.2,2.5,USD,EQUITY,Utilities,Utilities - Regulated Gas,0.0003037536347495
MOH,MOH,Molina Healthcare Inc,192.7,51.524063,21.719185,10039669760.0,0.554,,,USD,EQUITY,Healthcare,Healthcare Plans,0.0003033067467093
PNR,PNR,Pentair plc.,79.1,19.87437,13.600131,12782997504.0,1.242,1.04,1.31,USD,EQUITY,Industrials,Specialty Industrial Machinery,0.000303068260265
J,J,Jacobs Solutions Inc.,128.92,34.01583,16.070044,15141229568.0,0.752,1.44,1.12,USD,EQUITY,Industrials,Engineering & Construction,0.0003028884696732
DG,DG,Dollar General Corporation,114.43,16.70511,14.314898,25200498688.0,0.34,2.36,2.06,USD,EQUITY,Consumer Defensive,Discount Stores,0.0003022954683855
BALL,BALL,Ball Corporation,61.33,18.584848,13.645901,16323167232.0,1.142,0.8,1.3,USD,EQUITY,Consumer Cyclical,Packaging & Containers,0.0002995935800152
NWS,NWS,News Corporation,30.41,39.493507,24.28681,16658020352.0,0.924,0.2,0.66,USD,EQUITY,Communication Services,Entertainment,0.0002946060537748
NWSA,NWSA,News Corporation,26.24,34.077923,20.956457,14373773312.0,0.924,0.2,0.76,USD,EQUITY,Communication Services,Entertainment,0.0002942895456934
UDR,UDR,"UDR, Inc.",36.39,24.7551,60.649998,13518666752.0,0.72,1.73,4.75,USD,EQUITY,Real Estate,REIT - Residential,0.0002937286742132
HOLX,HOLX,"Hologic, Inc.",76.01,31.53942,15.664253,16968846336.0,0.703,,,USD,EQUITY,Healthcare,Medical Instruments & Supplies,0.0002925437585979
JBL,JBL,Jabil Inc.,342.47,46.09287,23.512135,36131483648.0,1.159,0.32,0.09,USD,EQUITY,Technology,Electronic Components,0.0002913772476143
GPC,GPC,Genuine Parts Company,104.99,238.61363,12.538994,14606430208.0,0.772,4.25,4.05,USD,EQUITY,Consumer Cyclical,Auto Parts,0.0002894908926107
IEX,IEX,IDEX Corporation,214.93,31.747414,23.952114,15908055040.0,0.98,2.84,1.32,USD,EQUITY,Industrials,Specialty Industrial Machinery,0.0002893375575257
MAS,MAS,Masco Corporation,71.24,17.633663,15.156254,14371560448.0,1.291,1.28,1.8,USD,EQUITY,Industrials,Building Products & Equipment,0.0002887520175751
KIM,KIM,Kimco Realty Corporation (HC),23.38,26.873562,27.249416,15767534592.0,1.051,1.04,4.45,USD,EQUITY,Real Estate,REIT - Retail,0.0002840276830955
ALGN,ALGN,"Align Technology, Inc.",178.91,30.018457,14.476254,12813046784.0,1.811,,,USD,EQUITY,Healthcare,Medical Instruments & Supplies,0.000283475470451
DLTR,DLTR,"Dollar Tree, Inc.",94.67,15.93771,12.8095665,18678222848.0,0.744,,,USD,EQUITY,Consumer Defensive,Discount Stores,0.0002821920099156
EXPD,EXPD,Expeditors International of Was,147.23,24.744537,22.770578,19579234304.0,1.081,1.54,1.05,USD,EQUITY,Industrials,Integrated Freight & Logistics,0.0002807451368842
EG,EG,"Everest Group, Ltd.",353.57,7.199552,5.807439,14072086528.0,0.333,8.0,2.26,USD,EQUITY,Financial Services,Insurance - Reinsurance,0.0002757680933619
MRNA,MRNA,"Moderna, Inc.",45.37,,-9.592879,17993144320.0,,,,USD,EQUITY,Healthcare,Biotechnology,0.0002727112295719
LNT,LNT,Alliant Energy Corporation,74.06,23.289307,20.124727,19127955456.0,0.598,2.09,2.81,USD,EQUITY,Utilities,Utilities - Regulated Electric,0.0002721450706749
AVY,AVY,Avery Dennison Corporation,163.03,18.338581,14.600455,12539783168.0,1.003,4.0,2.45,USD,EQUITY,Consumer Cyclical,Packaging & Containers,0.0002719481834883
BAX,BAX,Baxter International Inc.,17.21,,8.498891,8884705280.0,0.617,0.36,2.09,USD,EQUITY,Healthcare,Medical Instruments & Supplies,0.0002709906452153
TPR,TPR,"Tapestry, Inc.",142.74,55.325584,19.75252,29211707392.0,1.61,1.6,1.12,USD,EQUITY,Consumer Cyclical,Luxury Goods,0.0002689560767359
VTRS,VTRS,Viatris Inc.,15.04,,5.64993,17512890368.0,0.822,0.48,3.2,USD,EQUITY,Healthcare,Drug Manufacturers - Specialty & Generic,0.0002688569054319
CF,CF,"CF Industries Holdings, Inc.",122.69,13.6778145,12.688323,18847201280.0,0.516,2.0,1.63,USD,EQUITY,Basic Materials,Agricultural Inputs,0.0002660587750234
FFIV,FFIV,"F5, Inc.",323.2,26.535305,18.488869,18342569984.0,0.93,,,USD,EQUITY,Technology,Software - Infrastructure,0.0002660117962337
DPZ,DPZ,Domino's Pizza Inc,337.77,19.456797,16.06801,11234861056.0,1.185,7.96,2.36,USD,EQUITY,Consumer Cyclical,Restaurants,0.0002647746881041
AKAM,AKAM,"Akamai Technologies, Inc.",103.87,33.833878,13.663186,15292057600.0,0.594,,,USD,EQUITY,Technology,Software - Infrastructure,0.00025916897626
RL,RL,Ralph Lauren Corporation,362.21,24.623384,20.128033,21964652544.0,1.479,3.65,1.01,USD,EQUITY,Consumer Cyclical,Apparel Manufacturing,0.0002572750125348
TXT,TXT,Textron Inc.,94.72,18.076338,12.983435,16490647552.0,0.971,0.08,0.08,USD,EQUITY,Industrials,Aerospace & Defense,0.0002564942066265
SWKS,SWKS,"Skyworks Solutions, Inc.",69.4,26.59004,13.901771,10438174720.0,1.3,2.84,4.09,USD,EQUITY,Technology,Semiconductors,0.0002553498033086
EVRG,EVRG,"Evergy, Inc.",82.61,22.571037,18.195555,19023773696.0,0.599,2.78,3.37,USD,EQUITY,Utilities,Utilities - Regulated Electric,0.0002541702488023
EPAM,EPAM,"EPAM Systems, Inc.",112.33,16.715775,8.071655,5926176768.0,1.73,,,USD,EQUITY,Technology,Information Technology Services,0.000253346775099
DOC,DOC,"Healthpeak Properties, Inc.",16.42,164.2,121.62962,11416114176.0,1.079,1.22,7.43,USD,EQUITY,Real Estate,REIT - Healthcare Facilities,0.0002531873604059
APTV,APTV,Aptiv PLC,60.49,80.653336,9.036073,15191826432.0,1.511,,,USD,EQUITY,Consumer Cyclical,Auto Parts,0.0002488951018304
RVTY,RVTY,"Revvity, Inc.",86.68,42.07767,14.435623,9691112448.0,1.129,0.28,0.32,USD,EQUITY,Healthcare,Diagnostics & Research,0.0002464583212186
AMCR,AMCR,Amcor plc,37.75,28.383457,8.653811,17442224128.0,0.708,2.6,6.89,USD,EQUITY,Consumer Cyclical,Packaging & Containers,0.0002444328353052
REG,REG,Regency Centers Corporation,78.65,27.02749,30.99703,14701745152.0,0.922,3.02,3.84,USD,EQUITY,Real Estate,REIT - Retail,0.000242450790955
POOL,POOL,Pool Corporation,208.09,19.12592,17.299501,7583424512.0,1.262,5.2,2.5,USD,EQUITY,Industrials,Industrial Distribution,0.00023897601859
INCY,INCY,Incyte Corporation,96.91,13.687854,10.698441,19360890880.0,0.857,,,USD,EQUITY,Healthcare,Biotechnology,0.0002386006120024
BXP,BXP,"BXP, Inc.",59.37,29.83417,28.47482,10511201280.0,1.047,3.08,5.19,USD,EQUITY,Real Estate,REIT - Office,0.0002368469951086
KMX,KMX,CarMax Inc,38.53,22.934525,13.792733,5464352256.0,1.299,,,USD,EQUITY,Consumer Cyclical,Auto & Truck Dealerships,0.0002333435748934
CAG,CAG,"ConAgra Brands, Inc.",14.06,,8.277357,6726826496.0,0.033,1.4,9.96,USD,EQUITY,Consumer Defensive,Packaged Foods,0.0002328095826501
HST,HST,"Host Hotels & Resorts, Inc.",21.13,19.20909,21.783504,14711134208.0,1.131,0.8,3.79,USD,EQUITY,Real Estate,REIT - Hotel & Motel,0.0002320014737745
JKHY,JKHY,"Jack Henry & Associates, Inc.",154.03,22.130747,21.952007,11148250112.0,0.718,2.35,1.53,USD,EQUITY,Technology,Information Technology Services,0.000231994233514
SWK,SWK,"Stanley Black & Decker, Inc.",78.53,32.184425,12.687923,12207925248.0,1.201,3.32,4.23,USD,EQUITY,Industrials,Tools & Accessories,0.0002274356328353
DVA,DVA,DaVita Inc.,151.65,15.946371,9.247724,10000459776.0,0.915,,,USD,EQUITY,Healthcare,Medical Care Facilities,0.0002240874084337
CPB,CPB,The Campbell's Company,20.73,11.266304,9.43873,6180576768.0,0.025,1.56,7.53,USD,EQUITY,Consumer Defensive,Packaged Foods,0.0002225793524373
CHRW,CHRW,"C.H. Robinson Worldwide, Inc.",177.3,35.818184,24.36313,21031473152.0,0.935,2.52,1.42,USD,EQUITY,Industrials,Integrated Freight & Logistics,0.0002218954333741
JNPR,JNPR,,,,,,,,,,NONE,Technology,Communication Equipment,0.0002218278760321
CPT,CPT,Camden Property Trust,104.45,29.175978,75.0494,10350012416.0,0.848,4.24,4.06,USD,EQUITY,Real Estate,REIT - Residential,0.0002205497581826
TAP,TAP,Molson Coors Beverage Company,42.14,,8.40264,7911192064.0,0.499,1.92,4.56,USD,EQUITY,Consumer Defensive,Beverages - Brewers,0.0002200519119729
NDSN,NDSN,Nordson Corporation,283.2,30.68256,22.87435,15797916672.0,1.012,3.28,1.16,USD,EQUITY,Industrials,Specialty Industrial Machinery,0.0002151389254122
PAYC,PAYC,"Paycom Software, Inc.",131.96,16.331684,11.338455,7162142208.0,0.796,1.5,1.14,USD,EQUITY,Technology,Software - Application,0.0002149829374072
UHS,UHS,"Universal Health Services, Inc.",167.0,6.97286,6.5713625,10191964160.0,1.295,0.8,0.48,USD,EQUITY,Healthcare,Medical Care Facilities,0.00021375537242
NCLH,NCLH,Norwegian Cruise Line Holdings ,18.81,20.445652,7.6150146,8568813056.0,2.113,,,USD,EQUITY,Consumer Cyclical,Travel Services,0.0002128823959685
DAY,DAY,,,,,,,,,,,Technology,Software - Application,0.0002123377183535
SJM,SJM,The J.M. Smucker Company,96.97,,9.655164,10341687296.0,0.259,4.4,4.54,USD,EQUITY,Consumer Defensive,Packaged Foods,0.0002103908251918
TECH,TECH,Bio-Techne Corp,55.02,103.811325,25.451132,8608060416.0,1.486,0.32,0.58,USD,EQUITY,Healthcare,Biotechnology,0.000209168731852
SOLV,SOLV,Solventum Corporation,66.63,7.503378,9.552483,11559838720.0,0.774,,,USD,EQUITY,Healthcare,Health Information Services,0.0002077154475975
ALLE,ALLE,Allegion plc,135.49,18.509563,14.195119,11643450368.0,1.03,2.12,1.56,USD,EQUITY,Industrials,Security & Protection Services,0.0002067252636713
BG,BG,Bunge Limited,124.61,32.792107,11.743607,24176596992.0,0.696,2.8,2.25,USD,EQUITY,Consumer Defensive,Farm Products,0.000198704455151
AIZ,AIZ,"Assurant, Inc.",231.51,13.682624,10.471595,11526187008.0,0.56,3.36,1.45,USD,EQUITY,Financial Services,Insurance - Property & Casualty,0.0001958668809822
IPG,IPG,,,,,,,,,,,Communication Services,Advertising Agencies,0.000194827599615
BEN,BEN,"Franklin Resources, Inc.",29.84,22.778627,10.137936,15505972224.0,1.473,1.32,4.42,USD,EQUITY,Financial Services,Asset Management,0.0001931616211929
EMN,EMN,Eastman Chemical Company,77.53,18.909756,11.324381,8865548288.0,,3.34,4.31,USD,EQUITY,Basic Materials,Specialty Chemicals,0.0001913582804742
ALB,ALB,Albemarle Corporation,193.88,,21.514038,22855911424.0,1.433,1.62,0.84,USD,EQUITY,Basic Materials,Specialty Chemicals,0.000187467552378
MGM,MGM,MGM Resorts International,38.5,52.739723,16.548962,9850095616.0,1.351,,,USD,EQUITY,Consumer Cyclical,Resorts & Casinos,0.000182985517915
AOS,AOS,A.O. Smith Corporation,60.35,16.093332,13.9555,8342772224.0,1.346,1.42,2.35,USD,EQUITY,Industrials,Specialty Industrial Machinery,0.000179265995267
WYNN,WYNN,"Wynn Resorts, Limited",105.98,33.75159,18.423424,11051943936.0,1.034,1.0,0.94,USD,EQUITY,Consumer Cyclical,Resorts & Casinos,0.000175739454118
PNW,PNW,Pinnacle West Capital Corporati,103.54,20.50297,18.57303,12530995200.0,0.476,3.64,3.52,USD,EQUITY,Utilities,Utilities - Regulated Electric,0.0001737947532999
ENPH,ENPH,"Enphase Energy, Inc.",33.85,33.51485,13.774273,4461369856.0,1.381,,,USD,EQUITY,Technology,Solar,0.00017367679048
LKQ,LKQ,LKQ Corporation,28.51,14.255,8.576526,7264086528.0,0.902,1.2,4.21,USD,EQUITY,Consumer Cyclical,Auto Parts,0.0001724880981385
FRT,FRT,Federal Realty Investment Trust,115.32,24.641026,36.24136,10023317504.0,,4.49,3.89,USD,EQUITY,Real Estate,REIT - Retail,0.0001723477513071
CRL,CRL,Charles River Laboratories Inte,165.78,,13.433772,8179910144.0,1.616,,,USD,EQUITY,Healthcare,Diagnostics & Research,0.0001709093160347
GNRC,GNRC,Generac Holdlings Inc.,259.34,81.297806,24.839401,15252236288.0,1.786,,,USD,EQUITY,Industrials,Specialty Industrial Machinery,0.0001672656411033
AES,AES,The AES Corporation,14.28,10.9007635,5.977922,10182662144.0,1.008,0.7,4.93,USD,EQUITY,Utilities,Utilities - Diversified,0.0001662995729559
GL,GL,Globe Life Inc.,152.72,10.568858,9.190804,11980052480.0,0.467,1.32,0.86,USD,EQUITY,Financial Services,Insurance - Life,0.0001652093702653
LW,LW,"Lamb Weston Holdings, Inc.",43.86,20.591549,14.633951,6055873024.0,0.477,1.52,3.47,USD,EQUITY,Consumer Defensive,Packaged Foods,0.0001593410561982
HSIC,HSIC,"Henry Schein, Inc.",73.93,22.608562,12.5642185,8483323392.0,0.882,,,USD,EQUITY,Healthcare,Medical Distribution,0.0001566180550071
MKTX,MKTX,"MarketAxess Holdings, Inc.",152.87,23.057314,16.785473,5378094592.0,1.004,3.12,2.04,USD,EQUITY,Financial Services,Capital Markets,0.0001561222169103
MTCH,MTCH,"Match Group, Inc.",38.67,16.247898,9.594651,,1.303,0.77,1.99,USD,EQUITY,Communication Services,Internet Content & Information,0.0001525089308078
TFX,TFX,Teleflex Incorporated,121.77,92.24999,11.748191,5390195712.0,0.835,1.36,1.12,USD,EQUITY,Healthcare,Medical Instruments & Supplies,0.0001488670981819
WBA,WBA,,,,,,,,,,,Healthcare,Pharmaceutical Retailers,0.0001483615511352
HAS,HAS,"Hasbro, Inc.",95.27,,15.030749,13482756096.0,0.544,2.8,2.94,USD,EQUITY,Consumer Cyclical,Leisure,0.0001445142461792
IVZ,IVZ,Invesco Ltd,25.89,,8.725603,11477037056.0,1.634,0.86,3.32,USD,EQUITY,Financial Services,Asset Management,0.0001401302776369
APA,APA,APA Corporation,40.13,10.057644,9.987456,14181958656.0,0.484,1.0,2.49,USD,EQUITY,Energy,Oil & Gas E&P,0.0001400383465935
MOS,MOS,Mosaic Company (The),23.15,13.617646,9.504688,7358150144.0,0.962,0.88,3.8,USD,EQUITY,Basic Materials,Agricultural Inputs,0.0001375560794595
PARA,PARA,,,,,,,,,,,Communication Services,Entertainment,0.0001366661722206
MHK,MHK,"Mohawk Industries, Inc.",99.93,14.959581,9.660486,6115481600.0,,,,USD,EQUITY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.0001353219156044
CE,CE,Celanese Corporation,69.24,,10.738979,7749531648.0,0.848,0.12,0.17,USD,EQUITY,Basic Materials,Chemicals,0.0001342246200377
HII,HII,"Huntington Ingalls Industries, ",360.6,23.415585,17.7191,14199408640.0,0.356,5.52,1.53,USD,EQUITY,Industrials,Aerospace & Defense,0.0001340740484108
CZR,CZR,"Caesars Entertainment, Inc.",28.38,,32.104073,5780350976.0,1.878,,,USD,EQUITY,Consumer Cyclical,Resorts & Casinos,0.0001254637666177
BWA,BWA,BorgWarner Inc.,56.77,44.351562,9.772851,11754159104.0,1.026,0.68,1.2,USD,EQUITY,Consumer Cyclical,Auto Parts,0.0001254379006488
QRVO,QRVO,"Qorvo, Inc.",93.5,25.757574,13.922952,8667980800.0,1.336,,,USD,EQUITY,Technology,Semiconductors,0.0001204914025514
FMC,FMC,FMC Corporation,14.82,,6.616898,1853171328.0,0.523,0.32,2.16,USD,EQUITY,Basic Materials,Agricultural Inputs,0.0001126347710838
AMTM,AMTM,"Amentum Holdings, Inc.",25.65,64.125,9.310649,6256936960.0,,,,USD,EQUITY,Industrials,Specialty Business Services,8.39130444266517e-05
